field_point,easting,northing,elev_m,date,year,month,day,locality,site,bar,station,transect,tran_length,collector
1001,295264.994,3239606.022,-0.236,10/23/2018,2018,10,23,LC,O,8B,LCO8B,-999,-999,UF
1002,295363.572,3239530.707,-0.081,10/23/2018,2018,10,23,LC,O,9A,LCO9A,-999,-999,UF
1004,295600.774,3239345.282,-0.447,10/23/2018,2018,10,23,LC,O,10A,LCO10A,-999,-999,UF
1009,296381.396,3238430.083,-0.57,10/23/2018,2018,10,23,LC,O,15,LCO15,-999,-999,UF
1016,296470.095,3238203.462,-0.407,10/25/2018,2018,10,23,LC,O,20,LCO20,-999,-999,UF
1019,297309.139,3236204.796,-0.342,10/25/2018,2018,10,23,LC,O,22,LCO22,-999,-999,UF
BTGCP1,298046.219,3239760.025,-0.185,10/24/2018,2018,10,23,BT,I,-999,N_A,-999,-999,UF
BTGCP2,298217.172,3240064.311,0.234,10/24/2018,2018,10,23,BT,I,-999,N_A,-999,-999,UF
BTGCP3,297998.824,3240228.457,0.084,10/24/2018,2018,10,23,BT,I,-999,N_A,-999,-999,UF
BTGCP4,298208.413,3240496.564,-0.096,10/24/2018,2018,10,23,BT,I,-999,N_A,-999,-999,UF
BTGCP5,298524.288,3240262.686,-0.082,10/24/2018,2018,10,23,BT,I,-999,N_A,-999,-999,UF
BTI1-0,298005.237,3240168.189,-0.73,1/8/2019,2019,1,8,BT,I,1,BTI1,1,0,UF
BTI1-1,298007.715,3240167.844,-0.559,1/8/2019,2019,1,8,BT,I,1,BTI1,1,2.5,UF
BTI1-2,298010.15,3240167.423,-0.344,1/8/2019,2019,1,8,BT,I,1,BTI1,1,5,UF
BTI1-3,298012.583,3240166.955,-0.377,1/8/2019,2019,1,8,BT,I,1,BTI1,1,7.5,UF
BTI1-4,298015.065,3240166.56,-0.352,1/8/2019,2019,1,8,BT,I,1,BTI1,1,10,UF
BTI1-5,298017.503,3240166.162,-0.297,1/8/2019,2019,1,8,BT,I,1,BTI1,1,12.5,UF
BTI1-6,298019.973,3240165.734,-0.439,1/8/2019,2019,1,8,BT,I,1,BTI1,1,15,UF
BTI1-7,298022.459,3240165.298,-0.364,1/8/2019,2019,1,8,BT,I,1,BTI1,1,17.5,UF
BTI1-8,298024.898,3240164.893,-0.515,1/8/2019,2019,1,8,BT,I,1,BTI1,1,20,UF
BTI1-9,298027.322,3240164.495,-0.693,1/8/2019,2019,1,8,BT,I,1,BTI1,1,22.5,UF
BTI1-10,298028.083,3240164.434,-0.692,1/8/2019,2019,1,8,BT,I,1,BTI1,1,23,UF
BTI2-1-0,298153.44,3240320.883,-0.751,1/8/2019,2019,1,8,BT,I,2,BTI2,1,0,UF
BTI2-1-1,298153.895,3240318.414,-0.571,1/8/2019,2019,1,8,BT,I,2,BTI2,1,2.5,UF
BTI2-1-2,298154.148,3240315.947,-0.498,1/8/2019,2019,1,8,BT,I,2,BTI2,1,5,UF
BTI2-1-3,298154.403,3240313.477,-0.501,1/8/2019,2019,1,8,BT,I,2,BTI2,1,7.5,UF
BTI2-1-4,298154.6,3240311.01,-0.337,1/8/2019,2019,1,8,BT,I,2,BTI2,1,10,UF
BTI2-1-5,298154.869,3240308.504,-0.442,1/8/2019,2019,1,8,BT,I,2,BTI2,1,12.5,UF
BTI2-1-6,298155.124,3240306.045,-0.458,1/8/2019,2019,1,8,BT,I,2,BTI2,1,15,UF
BTI2-1-7,298155.44,3240303.563,-0.512,1/8/2019,2019,1,8,BT,I,2,BTI2,1,17.5,UF
BTI2-1-8,298155.707,3240301.148,-0.542,1/8/2019,2019,1,8,BT,I,2,BTI2,1,20,UF
BTI2-1-9,298155.937,3240300.114,-0.581,1/8/2019,2019,1,8,BT,I,2,BTI2,1,20.9,UF
BTI2-2-0,298160.144,3240289.219,-0.764,1/8/2019,2019,1,8,BT,I,2,BTI2,2,0,UF
BTI2-2-1,298162.617,3240289.561,-0.696,1/8/2019,2019,1,8,BT,I,2,BTI2,2,2.5,UF
BTI2-2-2,298165.072,3240289.674,-0.543,1/8/2019,2019,1,8,BT,I,2,BTI2,2,5,UF
BTI2-2-3,298167.543,3240289.867,-0.288,1/8/2019,2019,1,8,BT,I,2,BTI2,2,7.5,UF
BTI2-2-4,298170.01,3240290.011,-0.324,1/8/2019,2019,1,8,BT,I,2,BTI2,2,10,UF
BTI2-2-5,298172.543,3240290.223,-0.415,1/8/2019,2019,1,8,BT,I,2,BTI2,2,12.5,UF
BTI2-2-6,298174.981,3240290.442,-0.492,1/8/2019,2019,1,8,BT,I,2,BTI2,2,15,UF
BTI2-2-7,298177.453,3240290.615,-0.666,1/8/2019,2019,1,8,BT,I,2,BTI2,2,17.5,UF
BTI2-2-8,298178.122,3240290.62,-0.711,1/8/2019,2019,1,8,BT,I,2,BTI2,2,17.75,UF
BTI3-1-0,298192.482,3240205.545,-0.934,1/8/2019,2019,1,8,BT,I,3,BTI3,1,0,UF
BTI3-1-1,298192.441,3240203.054,-0.789,1/8/2019,2019,1,8,BT,I,3,BTI3,1,2.5,UF
BTI3-1-2,298192.591,3240200.53,-0.785,1/8/2019,2019,1,8,BT,I,3,BTI3,1,5,UF
BTI3-1-3,298192.613,3240198.041,-0.684,1/8/2019,2019,1,8,BT,I,3,BTI3,1,7.5,UF
BTI3-1-4,298192.612,3240195.554,-0.65,1/8/2019,2019,1,8,BT,I,3,BTI3,1,10,UF
BTI3-1-5,298192.64,3240193.056,-0.597,1/8/2019,2019,1,8,BT,I,3,BTI3,1,12.5,UF
BTI3-1-6,298192.645,3240190.572,-0.484,1/8/2019,2019,1,8,BT,I,3,BTI3,1,15,UF
BTI3-1-7,298192.649,3240188.096,-0.716,1/8/2019,2019,1,8,BT,I,3,BTI3,1,17.5,UF
BTI3-1-8,298192.654,3240185.607,-0.847,1/8/2019,2019,1,8,BT,I,3,BTI3,1,20,UF
BTI3-1-9,298192.549,3240185.241,-0.886,1/8/2019,2019,1,8,BT,I,3,BTI3,1,20.2,UF
BTI3-2-0,298254.15,3240167.319,-0.897,1/8/2019,2019,1,8,BT,I,3,BTI3,2,0,UF
BTI3-2-1,298256.695,3240167.319,-0.798,1/8/2019,2019,1,8,BT,I,3,BTI3,2,2.5,UF
BTI3-2-2,298259.189,3240167.169,-0.761,1/8/2019,2019,1,8,BT,I,3,BTI3,2,5,UF
BTI3-2-3,298261.675,3240167.037,-0.578,1/8/2019,2019,1,8,BT,I,3,BTI3,2,7.5,UF
BTI3-2-4,298264.187,3240166.962,-0.685,1/8/2019,2019,1,8,BT,I,3,BTI3,2,10,UF
BTI3-2-5,298266.673,3240166.829,-0.713,1/8/2019,2019,1,8,BT,I,3,BTI3,2,12.5,UF
BTI3-2-6,298269.15,3240166.691,-0.793,1/8/2019,2019,1,8,BT,I,3,BTI3,2,15,UF
BTI3-2-7,298271.642,3240166.615,-0.865,1/8/2019,2019,1,8,BT,I,3,BTI3,2,17.5,UF
BTI3-2-8,298274.083,3240166.503,-0.941,1/8/2019,2019,1,8,BT,I,3,BTI3,2,19.7,UF
BTI4-2-0,298053.574,3239805.316,-0.985,1/8/2019,2019,1,8,BT,I,4,BTI4,2,0,UF
BTI4-2-1,298056.138,3239805.452,-0.953,1/8/2019,2019,1,8,BT,I,4,BTI4,2,2.5,UF
BTI4-2-2,298058.629,3239805.38,-0.886,1/8/2019,2019,1,8,BT,I,4,BTI4,2,5,UF
BTI4-2-3,298061.179,3239805.204,-0.91,1/8/2019,2019,1,8,BT,I,4,BTI4,2,7.5,UF
BTI4-2-4,298063.644,3239804.907,-0.896,1/8/2019,2019,1,8,BT,I,4,BTI4,2,10,UF
BTI4-2-5,298066.067,3239804.606,-0.88,1/8/2019,2019,1,8,BT,I,4,BTI4,2,12.5,UF
BTI4-2-6,298068.605,3239804.435,-0.852,1/8/2019,2019,1,8,BT,I,4,BTI4,2,15,UF
BTI4-2-7,298071.058,3239804.399,-0.922,1/8/2019,2019,1,8,BT,I,4,BTI4,2,17.5,UF
BTI4-2-8,298073.567,3239804.121,-0.809,1/8/2019,2019,1,8,BT,I,4,BTI4,2,20,UF
BTI4-2-9,298076.103,3239804.187,-0.806,1/8/2019,2019,1,8,BT,I,4,BTI4,2,22.5,UF
BTI4-2-10,298078.573,3239804.176,-0.771,1/8/2019,2019,1,8,BT,I,4,BTI4,2,25,UF
BTI4-2-11,298081.138,3239803.922,-0.59,1/8/2019,2019,1,8,BT,I,4,BTI4,2,27.5,UF
BTI4-2-12,298081.696,3239803.905,-0.65,1/8/2019,2019,1,8,BT,I,4,BTI4,2,28.1,UF
BTI5-1-0,298429.539,3239864.785,-0.946,1/8/2019,2019,1,8,BT,I,5,BTI5,1,0,UF
BTI5-1-1,298429.006,3239862.284,-0.416,1/8/2019,2019,1,8,BT,I,5,BTI5,1,2.5,UF
BTI5-1-2,298428.636,3239859.865,-0.37,1/8/2019,2019,1,8,BT,I,5,BTI5,1,5,UF
BTI5-1-3,298428.328,3239857.401,-0.489,1/8/2019,2019,1,8,BT,I,5,BTI5,1,7.5,UF
BTI5-1-4,298428.035,3239854.971,-0.509,1/8/2019,2019,1,8,BT,I,5,BTI5,1,10,UF
BTI5-1-5,298427.643,3239852.499,-0.545,1/8/2019,2019,1,8,BT,I,5,BTI5,1,12.5,UF
BTI5-1-6,298427.359,3239850.061,-0.535,1/8/2019,2019,1,8,BT,I,5,BTI5,1,15,UF
BTI5-1-7,298427.001,3239847.517,-0.698,1/8/2019,2019,1,8,BT,I,5,BTI5,1,17.5,UF
BTI5-1-8,298426.598,3239845.009,-0.845,1/8/2019,2019,1,8,BT,I,5,BTI5,1,20,UF
BTI5-1-9,298426.164,3239843.146,-0.933,1/8/2019,2019,1,8,BT,I,5,BTI5,1,21.75,UF
BTI5-2-0,298409.384,3239857.143,-0.396,1/8/2019,2019,1,8,BT,I,5,BTI5,2,0,UF
BTI5-2-1,298411.946,3239856.996,-0.435,1/8/2019,2019,1,8,BT,I,5,BTI5,2,2.5,UF
BTI5-2-2,298414.418,3239856.899,-0.483,1/8/2019,2019,1,8,BT,I,5,BTI5,2,5,UF
BTI5-2-3,298416.926,3239856.789,-0.484,1/8/2019,2019,1,8,BT,I,5,BTI5,2,7.5,UF
BTI5-2-4,298419.477,3239856.807,-0.501,1/8/2019,2019,1,8,BT,I,5,BTI5,2,10,UF
BTI5-2-5,298421.949,3239856.651,-0.541,1/8/2019,2019,1,8,BT,I,5,BTI5,2,12.5,UF
BTI5-2-6,298424.391,3239856.495,-0.414,1/8/2019,2019,1,8,BT,I,5,BTI5,2,15,UF
BTI5-2-7,298426.9,3239856.252,-0.422,1/8/2019,2019,1,8,BT,I,5,BTI5,2,17.5,UF
BTI5-2-8,298429.367,3239856.017,-0.53,1/8/2019,2019,1,8,BT,I,5,BTI5,2,20,UF
BTI5-2-9,298431.864,3239855.89,-0.517,1/8/2019,2019,1,8,BT,I,5,BTI5,2,22.5,UF
BTI5-2-10,298434.37,3239855.759,-0.466,1/8/2019,2019,1,8,BT,I,5,BTI5,2,25,UF
BTI5-2-11,298436.853,3239855.64,-0.467,1/8/2019,2019,1,8,BT,I,5,BTI5,2,27.5,UF
BTI5-2-12,298439.354,3239855.526,-0.395,1/8/2019,2019,1,8,BT,I,5,BTI5,2,30,UF
BTI5-2-13,298441.854,3239855.427,-0.399,1/8/2019,2019,1,8,BT,I,5,BTI5,2,32.5,UF
BTI5-2-14,298444.369,3239855.332,-0.575,1/8/2019,2019,1,8,BT,I,5,BTI5,2,35,UF
BTI5-2-15,298446.84,3239855.213,-0.652,1/8/2019,2019,1,8,BT,I,5,BTI5,2,37.5,UF
BTI5-2-16,298449.348,3239855.074,-0.771,1/8/2019,2019,1,8,BT,I,5,BTI5,2,40,UF
BTI5-2-17,298450.467,3239854.979,-0.868,1/8/2019,2019,1,8,BT,I,5,BTI5,2,40.94,UF
LCIGCP1,298749.199,3236461.925,-0.162,10/25/2018,2018,10,25,LC,I,-999,N_A,-999,-999,UF
LCIGCP2,299370.172,3236550.04,-0.003,10/25/2018,2018,10,25,LC,I,-999,N_A,-999,-999,UF
LCIGCP3,298939.227,3236827.125,0.187,10/25/2018,2018,10,25,LC,I,-999,N_A,-999,-999,UF
LCIGCP4,299418.469,3237020.079,-0.104,10/25/2018,2018,10,25,LC,I,-999,N_A,-999,-999,UF
LCIGCP5,299174.702,3236588.063,0.003,10/25/2018,2018,10,25,LC,I,-999,N_A,-999,-999,UF
LTGCP1,298834.498,3239278.659,-0.061,10/24/2018,2018,10,24,LT,I,-999,N_A,-999,-999,UF
LTGCP2,299066.142,3239516.287,-0.369,1/24/2019,2019,1,24,LT,I,-999,N_A,-999,-999,UF
LTGCP3,298949.487,3239186.128,-0.246,10/24/2018,2018,10,24,LT,I,-999,N_A,-999,-999,UF
LTGCP4,298988.209,3239400.421,-0.295,1/24/2019,2019,1,24,LT,I,-999,N_A,-999,-999,UF
LTGCP5,298829.855,3239108.236,-0.078,10/24/2018,2018,10,24,LT,I,-999,N_A,-999,-999,UF
LTI1-0,298700.602,3239247.128,-1.077,1/24/2019,2019,1,24,LT,I,1,LTI1,1,0,UF
LTI1-1,298701.893,3239244.91,-1.012,1/24/2019,2019,1,24,LT,I,1,LTI1,1,2.5,UF
LTI1-2,298703.29,3239242.807,-0.951,1/24/2019,2019,1,24,LT,I,1,LTI1,1,5,UF
LTI1-3,298704.674,3239240.661,-0.974,1/24/2019,2019,1,24,LT,I,1,LTI1,1,7.5,UF
LTI1-4,298706.054,3239238.54,-0.999,1/24/2019,2019,1,24,LT,I,1,LTI1,1,10,UF
LTI1-5,298707.46,3239236.465,-0.924,1/24/2019,2019,1,24,LT,I,1,LTI1,1,12.5,UF
LTI1-6,298708.84,3239234.38,-0.951,1/24/2019,2019,1,24,LT,I,1,LTI1,1,15,UF
LTI1-7,298710.335,3239232.395,-0.987,1/24/2019,2019,1,24,LT,I,1,LTI1,1,17.5,UF
LTI1-8,298711.781,3239230.338,-0.987,1/24/2019,2019,1,24,LT,I,1,LTI1,1,20,UF
LTI1-9,298713.323,3239228.206,-0.922,1/24/2019,2019,1,24,LT,I,1,LTI1,1,22.5,UF
LTI1-10,298714.862,3239226.024,-1.075,1/24/2019,2019,1,24,LT,I,1,LTI1,1,25,UF
LTI1-11,298716.471,3239224.064,-1.13,1/24/2019,2019,1,24,LT,I,1,LTI1,1,27.5,UF
LTI1-12,298717.501,3239222.529,-1.154,1/24/2019,2019,1,24,LT,I,1,LTI1,1,29.8,UF
LTI2-0,298799.236,3239144.506,-1.085,1/24/2019,2019,1,24,LT,I,2,LTI2,1,0,UF
LTI2-1,298801.121,3239142.987,-1.06,1/24/2019,2019,1,24,LT,I,2,LTI2,1,2.5,UF
LTI2-2,298803.13,3239141.572,-1.012,1/24/2019,2019,1,24,LT,I,2,LTI2,1,5,UF
LTI2-3,298805.166,3239140.095,-1.029,1/24/2019,2019,1,24,LT,I,2,LTI2,1,7.5,UF
LTI2-4,298807.265,3239138.773,-0.938,1/24/2019,2019,1,24,LT,I,2,LTI2,1,10,UF
LTI2-5,298809.379,3239137.406,-0.995,1/24/2019,2019,1,24,LT,I,2,LTI2,1,12.5,UF
LTI2-6,298811.529,3239136.188,-0.96,1/24/2019,2019,1,24,LT,I,2,LTI2,1,15,UF
LTI2-7,298813.684,3239134.824,-0.991,1/24/2019,2019,1,24,LT,I,2,LTI2,1,17.5,UF
LTI2-8,298815.818,3239133.486,-1.007,1/24/2019,2019,1,24,LT,I,2,LTI2,1,20,UF
LTI2-9,298818.124,3239132.125,-0.99,1/24/2019,2019,1,24,LT,I,2,LTI2,1,22.68,UF
LTI3-0,298915.941,3239233.901,-0.42,1/24/2019,2019,1,24,LT,I,3,LTI3,1,0,UF
LTI3-1,298915.839,3239231.423,-0.4,1/24/2019,2019,1,24,LT,I,3,LTI3,1,2.5,UF
LTI3-2,298915.47,3239228.983,-0.32,1/24/2019,2019,1,24,LT,I,3,LTI3,1,5,UF
LTI3-3,298915.205,3239226.502,-0.401,1/24/2019,2019,1,24,LT,I,3,LTI3,1,7.5,UF
LTI3-4,298914.868,3239224.068,-0.502,1/24/2019,2019,1,24,LT,I,3,LTI3,1,10,UF
LTI3-5,298914.538,3239221.582,-0.494,1/24/2019,2019,1,24,LT,I,3,LTI3,1,12.5,UF
LTI3-6,298914.412,3239219.129,-0.506,1/24/2019,2019,1,24,LT,I,3,LTI3,1,15,UF
LTI3-7,298914.187,3239216.631,-0.401,1/24/2019,2019,1,24,LT,I,3,LTI3,1,17.5,UF
LTI3-8,298914.033,3239214.172,-0.529,1/24/2019,2019,1,24,LT,I,3,LTI3,1,20,UF
LTI3-9,298913.886,3239211.672,-0.245,1/24/2019,2019,1,24,LT,I,3,LTI3,1,22.5,UF
LTI3-10,298913.82,3239209.191,-0.196,1/24/2019,2019,1,24,LT,I,3,LTI3,1,25,UF
LTI3-11,298913.757,3239206.675,-0.37,1/24/2019,2019,1,24,LT,I,3,LTI3,1,27.5,UF
LTI3-12,298913.555,3239204.208,-0.69,1/24/2019,2019,1,24,LT,I,3,LTI3,1,30,UF
LTI3-13,298913.623,3239201.745,-0.736,1/24/2019,2019,1,24,LT,I,3,LTI3,1,32.5,UF
LTI3-14,298913.798,3239199.257,-0.754,1/24/2019,2019,1,24,LT,I,3,LTI3,1,35,UF
LTI3-15,298914.033,3239196.786,-0.857,1/24/2019,2019,1,24,LT,I,3,LTI3,1,37.5,UF
LTI4-0,298873.004,3239371.039,-0.93,1/24/2019,2019,1,24,LT,I,4,LTI4,1,0,UF
LTI4-1,298872.805,3239368.524,-0.623,1/24/2019,2019,1,24,LT,I,4,LTI4,1,2.5,UF
LTI4-2,298872.513,3239366.069,-0.508,1/24/2019,2019,1,24,LT,I,4,LTI4,1,5,UF
LTI4-3,298872.207,3239363.622,-0.458,1/24/2019,2019,1,24,LT,I,4,LTI4,1,7.5,UF
LTI4-4,298871.922,3239361.127,-0.502,1/24/2019,2019,1,24,LT,I,4,LTI4,1,10,UF
LTI4-5,298871.752,3239358.654,-0.445,1/24/2019,2019,1,24,LT,I,4,LTI4,1,12.5,UF
LTI4-6,298871.73,3239356.192,-0.463,1/24/2019,2019,1,24,LT,I,4,LTI4,1,15,UF
LTI4-7,298871.612,3239353.683,-0.491,1/24/2019,2019,1,24,LT,I,4,LTI4,1,17.5,UF
LTI4-8,298871.497,3239351.195,-0.434,1/24/2019,2019,1,24,LT,I,4,LTI4,1,20,UF
LTI4-9,298871.29,3239348.709,-0.518,1/24/2019,2019,1,24,LT,I,4,LTI4,1,22.5,UF
LTI4-10,298871.327,3239346.234,-0.532,1/24/2019,2019,1,24,LT,I,4,LTI4,1,25,UF
LTI4-11,298871.485,3239343.732,-0.547,1/24/2019,2019,1,24,LT,I,4,LTI4,1,27.5,UF
LTI4-12,298871.477,3239341.249,-0.672,1/24/2019,2019,1,24,LT,I,4,LTI4,1,30,UF
LTI4-13,298871.563,3239338.798,-0.98,1/24/2019,2019,1,24,LT,I,4,LTI4,1,32.5,UF
LTI4-14,298871.776,3239336.192,-1.106,1/24/2019,2019,1,24,LT,I,4,LTI4,1,34.84,UF
LTI5-1-0,298794.318,3239348.751,-0.861,1/24/2019,2019,1,24,LT,I,5,LTI5,1,0,UF
LTI5-1-1,298796.811,3239348.682,-0.797,1/24/2019,2019,1,24,LT,I,5,LTI5,1,2.5,UF
LTI5-1-2,298796.795,3239348.567,-0.742,1/24/2019,2019,1,24,LT,I,5,LTI5,1,5,UF
LTI5-1-3,298799.265,3239348.397,-0.59,1/24/2019,2019,1,24,LT,I,5,LTI5,1,7.5,UF
LTI5-1-4,298801.794,3239348.352,-0.481,1/24/2019,2019,1,24,LT,I,5,LTI5,1,10,UF
LTI5-1-5,298806.74,3239348.089,-0.773,1/24/2019,2019,1,24,LT,I,5,LTI5,1,12.5,UF
LTI5-1-6,298809.207,3239348.14,-0.918,1/24/2019,2019,1,24,LT,I,5,LTI5,1,15,UF
LTI5-1-7,298811.691,3239348.224,-1.012,1/24/2019,2019,1,24,LT,I,5,LTI5,1,17.5,UF
LTI5-1-8,298814.301,3239348.525,-1.073,1/24/2019,2019,1,24,LT,I,5,LTI5,1,20,UF
LTI5-2-0,298797.9,3239339.969,-1.053,1/24/2019,2019,1,24,LT,I,5,LTI5,2,0,UF
LTI5-2-1,298800.421,3239339.857,-0.981,1/24/2019,2019,1,24,LT,I,5,LTI5,2,2.5,UF
LTI5-2-2,298802.893,3239339.757,-0.73,1/24/2019,2019,1,24,LT,I,5,LTI5,2,5,UF
LTI5-2-3,298805.397,3239339.776,-0.772,1/24/2019,2019,1,24,LT,I,5,LTI5,2,7.5,UF
LTI5-2-4,298807.854,3239339.622,-0.715,1/24/2019,2019,1,24,LT,I,5,LTI5,2,10,UF
LTI5-2-5,298810.301,3239339.471,-0.795,1/24/2019,2019,1,24,LT,I,5,LTI5,2,12.5,UF
LTI5-2-6,298812.802,3239339.364,-0.921,1/24/2019,2019,1,24,LT,I,5,LTI5,2,15,UF
LTI5-2-7,298815.296,3239339.494,-0.998,1/24/2019,2019,1,24,LT,I,5,LTI5,2,17.5,UF
LTI5-2-8,298816.816,3239339.605,-1.177,1/24/2019,2019,1,24,LT,I,5,LTI5,2,18.75,UF
LTI6-0,298778.793,3239323.481,-0.935,1/24/2019,2019,1,24,LT,I,6,LTI6,1,0,UF
LTI6-1,298781.234,3239323.376,-0.746,1/24/2019,2019,1,24,LT,I,6,LTI6,1,2.5,UF
LTI6-2,298783.716,3239323.541,-0.546,1/24/2019,2019,1,24,LT,I,6,LTI6,1,5,UF
LTI6-3,298786.199,3239323.398,-0.516,1/24/2019,2019,1,24,LT,I,6,LTI6,1,7.5,UF
LTI6-4,298788.688,3239323.274,-0.513,1/24/2019,2019,1,24,LT,I,6,LTI6,1,10,UF
LTI6-5,298791.175,3239323.228,-0.538,1/24/2019,2019,1,24,LT,I,6,LTI6,1,12.5,UF
LTI6-6,298793.633,3239323.069,-0.737,1/24/2019,2019,1,24,LT,I,6,LTI6,1,15,UF
LTI6-7,298796.169,3239323.139,-0.889,1/24/2019,2019,1,24,LT,I,6,LTI6,1,17.5,UF
LTI6-8,298797.703,3239323.133,-0.983,1/24/2019,2019,1,24,LT,I,6,LTI6,1,18.87,UF
wq3,297484.349,3236190.212,-1.387,10/25/2018,2018,10,25,LC,O,-999,N_A,-999,-999,UF
